filename,width,height,class,xmin,ymin,xmax,ymax
maksssksksss151.png,400,200,with_mask,143,134,149,139
maksssksksss151.png,400,200,with_mask,225,105,235,117
maksssksksss151.png,400,200,with_mask,278,100,288,113
maksssksksss152.png,400,283,with_mask,66,25,82,48
maksssksksss152.png,400,283,with_mask,101,41,124,68
maksssksksss152.png,400,283,with_mask,173,34,193,60
maksssksksss152.png,400,283,with_mask,204,75,225,99
maksssksksss152.png,400,283,with_mask,289,25,312,54
maksssksksss152.png,400,283,with_mask,350,17,368,39
maksssksksss152.png,400,283,with_mask,152,50,167,65
maksssksksss153.png,400,268,with_mask,89,21,112,44
maksssksksss155.png,400,225,with_mask,43,108,107,174
maksssksksss155.png,400,225,with_mask,77,53,163,140
maksssksksss155.png,400,225,with_mask,278,92,314,137
maksssksksss155.png,400,225,with_mask,381,97,392,111
maksssksksss156.png,400,267,with_mask,327,33,352,59
maksssksksss156.png,400,267,with_mask,27,47,47,65
maksssksksss156.png,400,267,with_mask,249,43,268,63
maksssksksss156.png,400,267,with_mask,278,73,291,87
maksssksksss157.png,400,225,with_mask,22,78,43,98
maksssksksss157.png,400,225,with_mask,144,78,173,119
maksssksksss157.png,400,225,with_mask,193,71,217,97
maksssksksss157.png,400,225,with_mask,225,43,259,80
maksssksksss157.png,400,225,with_mask,297,62,316,86
maksssksksss157.png,400,225,with_mask,320,40,352,74
maksssksksss157.png,400,225,with_mask,368,75,395,104
maksssksksss158.png,400,278,with_mask,2,56,24,78
maksssksksss158.png,400,278,with_mask,29,70,42,85
maksssksksss158.png,400,278,with_mask,90,55,104,72
maksssksksss158.png,400,278,with_mask,113,52,133,76
maksssksksss158.png,400,278,with_mask,133,60,144,74
maksssksksss158.png,400,278,with_mask,151,70,166,85
maksssksksss158.png,400,278,with_mask,180,70,195,84
maksssksksss158.png,400,278,with_mask,217,78,238,98
maksssksksss158.png,400,278,with_mask,238,52,256,70
maksssksksss158.png,400,278,with_mask,280,59,293,74
maksssksksss158.png,400,278,with_mask,293,56,310,75
maksssksksss158.png,400,278,with_mask,323,82,342,101
maksssksksss158.png,400,278,with_mask,354,64,371,86
maksssksksss158.png,400,278,with_mask,166,68,174,78
maksssksksss159.png,400,225,with_mask,5,114,58,178
maksssksksss159.png,400,225,with_mask,125,82,136,95
maksssksksss159.png,400,225,with_mask,157,82,170,99
maksssksksss159.png,400,225,with_mask,213,65,225,79
maksssksksss159.png,400,225,with_mask,51,89,57,96
maksssksksss159.png,400,225,with_mask,175,80,180,86
maksssksksss159.png,400,225,with_mask,193,79,200,87
maksssksksss159.png,400,225,with_mask,253,75,261,80
maksssksksss159.png,400,225,with_mask,276,75,288,87
maksssksksss159.png,400,225,with_mask,326,32,395,105
maksssksksss159.png,400,225,with_mask,85,86,89,95
maksssksksss16.png,301,400,with_mask,48,227,146,345
maksssksksss160.png,400,286,with_mask,71,82,151,153
maksssksksss160.png,400,286,with_mask,246,107,326,195
maksssksksss162.png,301,400,with_mask,86,181,191,308
maksssksksss163.png,400,300,with_mask,209,108,226,126
maksssksksss163.png,400,300,with_mask,161,124,184,152
maksssksksss164.png,400,200,with_mask,12,47,40,73
maksssksksss164.png,400,200,with_mask,44,51,66,75
maksssksksss164.png,400,200,with_mask,80,42,99,63
maksssksksss164.png,400,200,with_mask,256,45,271,63
maksssksksss164.png,400,200,with_mask,292,58,311,77
maksssksksss164.png,400,200,with_mask,327,64,346,83
maksssksksss164.png,400,200,with_mask,361,37,386,64
maksssksksss165.png,450,463,with_mask,15,111,114,219
maksssksksss165.png,450,463,with_mask,324,135,410,238
maksssksksss166.png,400,267,with_mask,98,1,150,58
maksssksksss166.png,400,267,with_mask,205,115,235,155
maksssksksss166.png,400,267,with_mask,255,141,278,171
maksssksksss166.png,400,267,with_mask,303,180,325,207
maksssksksss166.png,400,267,with_mask,329,195,347,218
maksssksksss166.png,400,267,with_mask,351,204,372,226
maksssksksss167.png,400,210,with_mask,45,69,96,113
maksssksksss167.png,400,210,with_mask,185,113,222,155
maksssksksss167.png,400,210,with_mask,271,32,311,75
maksssksksss167.png,400,210,with_mask,20,90,30,105
maksssksksss168.png,400,225,with_mask,35,116,51,133
maksssksksss168.png,400,225,with_mask,85,79,97,90
maksssksksss168.png,400,225,with_mask,169,66,287,188
maksssksksss169.png,301,400,with_mask,152,262,220,367
maksssksksss17.png,301,400,with_mask,73,179,169,297
maksssksksss170.png,400,225,with_mask,102,54,239,210
maksssksksss171.png,400,400,with_mask,207,122,361,291
maksssksksss173.png,400,294,with_mask,48,94,72,116
maksssksksss174.png,400,272,with_mask,44,63,95,117
maksssksksss174.png,400,272,with_mask,102,60,142,104
maksssksksss174.png,400,272,with_mask,196,44,250,100
maksssksksss174.png,400,272,with_mask,351,54,392,102
maksssksksss175.png,400,226,with_mask,113,61,174,122
maksssksksss175.png,400,226,with_mask,195,50,228,112
maksssksksss176.png,400,225,with_mask,132,55,157,97
maksssksksss176.png,400,225,with_mask,15,68,47,104
maksssksksss176.png,400,225,with_mask,55,47,81,80
maksssksksss176.png,400,225,with_mask,144,95,169,128
maksssksksss176.png,400,225,with_mask,166,66,189,95
maksssksksss176.png,400,225,with_mask,222,47,260,82
maksssksksss176.png,400,225,with_mask,89,60,104,86
maksssksksss177.png,400,300,with_mask,276,76,324,118
maksssksksss177.png,400,300,with_mask,154,147,199,194
maksssksksss178.png,268,400,with_mask,91,41,126,76
maksssksksss179.png,400,267,with_mask,170,26,199,57
maksssksksss179.png,400,267,with_mask,45,57,62,76
maksssksksss18.png,400,267,with_mask,134,86,192,148
maksssksksss18.png,400,267,with_mask,299,159,354,217
maksssksksss180.png,301,400,with_mask,58,182,165,316
maksssksksss181.png,400,225,with_mask,70,58,93,82
maksssksksss181.png,400,225,with_mask,100,57,124,82
maksssksksss182.png,400,267,with_mask,206,49,271,109
maksssksksss183.png,400,225,with_mask,158,63,189,99
maksssksksss183.png,400,225,with_mask,198,56,241,104
maksssksksss184.png,400,220,with_mask,143,44,169,73
maksssksksss184.png,400,220,with_mask,171,37,195,65
maksssksksss184.png,400,220,with_mask,250,25,274,46
maksssksksss184.png,400,220,with_mask,256,49,283,76
maksssksksss184.png,400,220,with_mask,262,116,294,145
maksssksksss184.png,400,220,with_mask,294,43,316,63
maksssksksss184.png,400,220,with_mask,334,38,350,57
maksssksksss184.png,400,220,with_mask,320,40,335,57
maksssksksss184.png,400,220,with_mask,374,47,386,61
maksssksksss184.png,400,220,with_mask,83,11,109,49
maksssksksss185.png,400,267,with_mask,89,139,121,187
maksssksksss185.png,400,267,with_mask,115,112,139,154
maksssksksss185.png,400,267,with_mask,165,102,195,126
maksssksksss185.png,400,267,with_mask,270,69,288,86
maksssksksss186.png,267,400,with_mask,87,56,135,119
maksssksksss187.png,400,300,with_mask,230,97,320,182
maksssksksss188.png,301,400,with_mask,99,205,198,318
maksssksksss189.png,400,200,with_mask,226,15,271,66
maksssksksss19.png,400,236,with_mask,89,38,115,62
maksssksksss19.png,400,236,with_mask,104,104,182,175
maksssksksss19.png,400,236,with_mask,309,77,375,136
maksssksksss190.png,400,282,with_mask,143,75,222,155
maksssksksss191.png,400,301,with_mask,221,82,297,163
maksssksksss192.png,267,400,with_mask,112,40,157,87
maksssksksss193.png,300,400,with_mask,13,175,97,254
maksssksksss193.png,300,400,with_mask,133,56,258,172
maksssksksss194.png,400,267,with_mask,184,69,199,87
maksssksksss195.png,400,400,with_mask,121,145,305,356
maksssksksss196.png,301,400,with_mask,83,250,154,362
maksssksksss197.png,400,226,with_mask,169,84,213,128
maksssksksss198.png,400,225,with_mask,118,19,295,184
maksssksksss199.png,400,276,with_mask,44,143,53,156
maksssksksss199.png,400,276,with_mask,210,101,220,116
maksssksksss199.png,400,276,with_mask,271,127,281,140
maksssksksss199.png,400,276,with_mask,320,113,333,127
maksssksksss2.png,400,290,with_mask,68,42,105,69
maksssksksss2.png,400,290,with_mask,154,47,178,74
maksssksksss2.png,400,290,with_mask,238,34,262,69
maksssksksss20.png,267,400,with_mask,93,60,153,124
maksssksksss200.png,301,400,with_mask,5,185,110,287
maksssksksss200.png,301,400,with_mask,115,130,180,192
maksssksksss200.png,301,400,with_mask,215,94,301,195
maksssksksss201.png,400,226,with_mask,33,82,76,127
maksssksksss201.png,400,226,with_mask,59,64,88,98
maksssksksss201.png,400,226,with_mask,36,40,55,61
maksssksksss201.png,400,226,with_mask,101,70,162,132
maksssksksss201.png,400,226,with_mask,69,29,89,49
maksssksksss201.png,400,226,with_mask,223,91,265,127
maksssksksss201.png,400,226,with_mask,240,28,268,52
maksssksksss201.png,400,226,with_mask,286,56,318,90
maksssksksss201.png,400,226,with_mask,370,36,398,65
maksssksksss201.png,400,226,with_mask,1,45,16,70
maksssksksss202.png,400,300,with_mask,15,158,35,187
maksssksksss202.png,400,300,with_mask,46,126,70,153
maksssksksss202.png,400,300,with_mask,92,99,120,132
maksssksksss202.png,400,300,with_mask,180,127,213,165
maksssksksss202.png,400,300,with_mask,300,135,332,169
maksssksksss202.png,400,300,with_mask,348,154,371,181
maksssksksss203.png,400,225,with_mask,11,28,37,57
maksssksksss203.png,400,225,with_mask,100,42,124,67
maksssksksss203.png,400,225,with_mask,236,48,255,70
maksssksksss203.png,400,225,with_mask,304,42,329,64
maksssksksss204.png,400,266,with_mask,73,133,118,188
maksssksksss204.png,400,266,with_mask,137,103,175,143
maksssksksss204.png,400,266,with_mask,175,96,203,121
maksssksksss204.png,400,266,with_mask,220,91,252,123
maksssksksss204.png,400,266,with_mask,254,101,294,144
maksssksksss204.png,400,266,with_mask,278,51,313,88
maksssksksss204.png,400,266,with_mask,27,113,45,139
maksssksksss205.png,301,400,with_mask,86,244,156,346
maksssksksss206.png,400,298,with_mask,82,75,122,119
maksssksksss206.png,400,298,with_mask,171,67,206,108
maksssksksss206.png,400,298,with_mask,270,35,318,83
maksssksksss206.png,400,298,with_mask,221,86,230,98
maksssksksss206.png,400,298,with_mask,262,81,271,91
maksssksksss207.png,400,267,with_mask,34,87,51,103
maksssksksss207.png,400,267,with_mask,167,91,211,140
maksssksksss207.png,400,267,with_mask,281,95,316,125
maksssksksss207.png,400,267,with_mask,347,87,400,171
maksssksksss208.png,400,200,with_mask,84,82,194,170
maksssksksss208.png,400,200,with_mask,192,71,298,187
maksssksksss209.png,400,210,with_mask,161,102,197,143
maksssksksss209.png,400,210,with_mask,338,116,370,155
maksssksksss21.png,400,227,with_mask,40,137,109,218
maksssksksss21.png,400,227,with_mask,54,57,111,112
maksssksksss21.png,400,227,with_mask,189,78,246,140
maksssksksss21.png,400,227,with_mask,311,48,358,98
maksssksksss210.png,301,400,with_mask,92,203,205,356
maksssksksss211.png,400,364,with_mask,144,99,276,219
maksssksksss212.png,267,400,with_mask,115,75,169,135
maksssksksss213.png,301,400,with_mask,63,183,174,313
maksssksksss214.png,400,257,with_mask,14,61,61,110
maksssksksss214.png,400,257,with_mask,151,96,176,121
maksssksksss214.png,400,257,with_mask,166,110,199,149
maksssksksss214.png,400,257,with_mask,241,109,266,135
maksssksksss214.png,400,257,with_mask,286,58,331,112
maksssksksss214.png,400,257,with_mask,277,75,288,87
maksssksksss214.png,400,257,with_mask,244,82,254,91
maksssksksss215.png,400,400,with_mask,75,75,158,161
maksssksksss215.png,400,400,with_mask,245,95,315,171
maksssksksss216.png,400,300,with_mask,8,64,43,93
maksssksksss216.png,400,300,with_mask,225,44,261,93
maksssksksss216.png,400,300,with_mask,208,52,225,77
maksssksksss216.png,400,300,with_mask,328,48,348,66
maksssksksss219.png,400,267,with_mask,120,122,184,194
maksssksksss219.png,400,267,with_mask,266,92,323,151
maksssksksss22.png,400,268,with_mask,183,101,270,185
maksssksksss220.png,267,400,with_mask,113,58,162,104
maksssksksss221.png,400,300,with_mask,21,211,53,242
maksssksksss221.png,400,300,with_mask,129,187,161,219
maksssksksss221.png,400,300,with_mask,208,189,234,223
maksssksksss221.png,400,300,with_mask,350,217,395,251
maksssksksss221.png,400,300,with_mask,377,151,389,162
maksssksksss221.png,400,300,with_mask,255,156,260,165
maksssksksss221.png,400,300,with_mask,229,153,234,159
maksssksksss221.png,400,300,with_mask,155,156,161,163
maksssksksss221.png,400,300,with_mask,299,182,304,190
maksssksksss222.png,400,226,with_mask,24,50,44,71
maksssksksss222.png,400,226,with_mask,59,63,77,83
maksssksksss222.png,400,226,with_mask,129,56,152,79
maksssksksss222.png,400,226,with_mask,154,54,171,74
maksssksksss222.png,400,226,with_mask,170,104,192,128
maksssksksss222.png,400,226,with_mask,186,55,198,69
maksssksksss222.png,400,226,with_mask,206,50,217,69
maksssksksss222.png,400,226,with_mask,216,52,233,73
maksssksksss222.png,400,226,with_mask,238,61,253,79
maksssksksss222.png,400,226,with_mask,252,68,269,89
maksssksksss222.png,400,226,with_mask,275,71,297,96
maksssksksss222.png,400,226,with_mask,300,49,314,66
maksssksksss222.png,400,226,with_mask,344,43,362,62
maksssksksss222.png,400,226,with_mask,366,47,386,68
maksssksksss222.png,400,226,with_mask,140,45,155,60
maksssksksss222.png,400,226,with_mask,113,45,128,59
maksssksksss223.png,400,225,with_mask,143,92,166,119
maksssksksss223.png,400,225,with_mask,138,51,169,67
maksssksksss223.png,400,225,with_mask,247,135,271,170
maksssksksss223.png,400,225,with_mask,224,105,240,135
maksssksksss223.png,400,225,with_mask,274,54,284,65
maksssksksss223.png,400,225,with_mask,352,73,363,82
maksssksksss224.png,400,400,with_mask,214,112,298,200
maksssksksss225.png,301,400,with_mask,116,207,222,354
maksssksksss226.png,400,225,with_mask,145,56,209,121
maksssksksss227.png,400,267,with_mask,273,87,300,116
maksssksksss227.png,400,267,with_mask,344,60,366,88
maksssksksss227.png,400,267,with_mask,246,50,271,82
maksssksksss227.png,400,267,with_mask,146,104,169,126
maksssksksss227.png,400,267,with_mask,163,80,184,103
maksssksksss227.png,400,267,with_mask,1,69,33,130
maksssksksss227.png,400,267,with_mask,124,86,142,104
maksssksksss227.png,400,267,with_mask,98,78,119,96
maksssksksss227.png,400,267,with_mask,31,78,46,93
maksssksksss227.png,400,267,with_mask,72,78,88,91
maksssksksss227.png,400,267,with_mask,58,72,66,82
maksssksksss227.png,400,267,with_mask,200,70,211,82
maksssksksss228.png,301,400,with_mask,46,191,147,324
maksssksksss229.png,400,226,with_mask,29,90,60,133
maksssksksss229.png,400,226,with_mask,92,57,128,88
maksssksksss229.png,400,226,with_mask,26,42,45,61
maksssksksss229.png,400,226,with_mask,123,12,140,31
maksssksksss229.png,400,226,with_mask,175,64,196,86
maksssksksss229.png,400,226,with_mask,203,50,218,70
maksssksksss229.png,400,226,with_mask,243,52,257,74
maksssksksss229.png,400,226,with_mask,218,91,242,117
maksssksksss229.png,400,226,with_mask,231,138,255,167
maksssksksss229.png,400,226,with_mask,293,87,320,110
maksssksksss229.png,400,226,with_mask,235,5,246,21
maksssksksss229.png,400,226,with_mask,323,25,338,35
maksssksksss229.png,400,226,with_mask,370,32,398,63
maksssksksss229.png,400,226,with_mask,184,18,192,32
maksssksksss23.png,400,299,with_mask,188,74,241,131
maksssksksss230.png,512,367,with_mask,16,191,92,265
maksssksksss230.png,512,367,with_mask,124,92,183,147
maksssksksss230.png,512,367,with_mask,196,39,249,93
maksssksksss230.png,512,367,with_mask,307,180,388,260
maksssksksss230.png,512,367,with_mask,424,153,512,242
maksssksksss231.png,400,249,with_mask,9,55,29,79
maksssksksss231.png,400,249,with_mask,32,50,56,74
maksssksksss231.png,400,249,with_mask,102,26,120,49
maksssksksss231.png,400,249,with_mask,87,73,105,99
maksssksksss231.png,400,249,with_mask,117,63,137,88
maksssksksss231.png,400,249,with_mask,148,65,171,91
maksssksksss231.png,400,249,with_mask,168,47,191,70
maksssksksss231.png,400,249,with_mask,194,59,217,84
maksssksksss231.png,400,249,with_mask,217,50,241,76
maksssksksss231.png,400,249,with_mask,268,59,288,81
maksssksksss231.png,400,249,with_mask,291,59,308,85
maksssksksss231.png,400,249,with_mask,323,49,349,77
maksssksksss231.png,400,249,with_mask,366,47,390,73
maksssksksss231.png,400,249,with_mask,127,39,148,61
maksssksksss231.png,400,249,with_mask,392,86,401,106
maksssksksss232.png,400,300,with_mask,45,86,72,109
maksssksksss232.png,400,300,with_mask,115,74,130,92
maksssksksss232.png,400,300,with_mask,161,79,177,93
maksssksksss232.png,400,300,with_mask,222,78,233,92
maksssksksss232.png,400,300,with_mask,238,83,247,95
maksssksksss233.png,358,400,with_mask,109,117,180,198
maksssksksss234.png,400,225,with_mask,175,40,220,86
maksssksksss234.png,400,225,with_mask,112,101,123,112
maksssksksss234.png,400,225,with_mask,3,72,12,89
maksssksksss234.png,400,225,with_mask,388,122,400,133
maksssksksss234.png,400,225,with_mask,341,125,352,136
maksssksksss235.png,400,300,with_mask,310,80,342,116
maksssksksss235.png,400,300,with_mask,221,104,231,119
maksssksksss235.png,400,300,with_mask,247,106,264,118
maksssksksss235.png,400,300,with_mask,265,103,274,114
maksssksksss237.png,400,267,with_mask,50,56,64,71
maksssksksss237.png,400,267,with_mask,191,37,232,83
maksssksksss238.png,400,267,with_mask,27,64,44,84
maksssksksss238.png,400,267,with_mask,56,72,72,93
maksssksksss238.png,400,267,with_mask,103,58,120,78
maksssksksss238.png,400,267,with_mask,152,89,169,108
maksssksksss238.png,400,267,with_mask,159,60,175,74
maksssksksss238.png,400,267,with_mask,213,47,229,67
maksssksksss238.png,400,267,with_mask,258,63,268,84
maksssksksss238.png,400,267,with_mask,278,69,293,91
maksssksksss238.png,400,267,with_mask,328,69,344,86
